"id";"Gender";"Age";"Driving_License";"Region_Code";"Previously_Insured";"Vehicle_Age";"Vehicle_Damage";"Annual_Premium";"Policy_Sales_Channel";"Vintage";"Response"
26091;"Female";26;1;28;0;"< 1 Year";"Yes";49364;152;175;1
26092;"Male";23;1;8;1;"< 1 Year";"No";27161;152;104;0
26093;"Female";62;1;35;0;"1-2 Year";"Yes";27150;26;290;1
26094;"Female";21;1;16;0;"< 1 Year";"Yes";24761;152;27;0
26095;"Female";67;1;34;1;"1-2 Year";"No";34285;26;155;0
26096;"Female";32;1;28;1;"< 1 Year";"No";32003;152;222;0
26097;"Male";24;1;11;0;"< 1 Year";"Yes";34727;152;202;1
26098;"Female";47;1;36;0;"> 2 Years";"Yes";36956;25;23;1
26099;"Female";45;1;30;1;"1-2 Year";"No";36256;152;176;0
26100;"Male";51;1;33;0;"1-2 Year";"Yes";2630;124;48;1
26101;"Female";29;1;35;1;"< 1 Year";"No";45997;152;124;0
26102;"Male";54;1;28;0;"1-2 Year";"Yes";44264;29;48;0
26103;"Female";43;1;8;0;"1-2 Year";"Yes";47159;26;186;0
26104;"Female";28;1;41;0;"< 1 Year";"Yes";42243;124;70;0
26105;"Male";31;1;29;0;"1-2 Year";"Yes";27006;154;37;0
26106;"Female";59;1;11;0;"1-2 Year";"Yes";2630;124;4440;1
26107;"Male";65;1;41;1;"1-2 Year";"No";32454;12;126;0
26108;"Female";25;1;28;1;"< 1 Year";"No";30759;152;238;0
26109;"Male";21;1;47;0;"< 1 Year";"Yes";40997;160;235;0
26110;"Female";20;1;13;0;"< 1 Year";"Yes";31089;160;42;0
26111;"Male";45;1;18;1;"1-2 Year";"No";34948;124;266;0
26112;"Male";47;1;11;0;"1-2 Year";"Yes";2731000;26;103;1
26113;"Male";53;1;28;0;"1-2 Year";"Yes";38650;163;205;0
26114;"Female";25;1;26;0;"< 1 Year";"Yes";29924;152;2976;0
26115;"Male";57;1;46;0;"> 2 Years";"Yes";40591;26;204;1
26116;"Male";46;0;40;0;"1-2 Year";"Yes";37630;124;94;0
26117;"Female";36;1;15;0;"1-2 Year";"Yes";34542;124;124;1
26118;"Female";60;1;28;0;"1-2 Year";"Yes";39298;26;45;1
26119;"Male";43;1;28;0;"> 2 Years";"Yes";32665;124;103;0
26120;"Male";48;0;12;0;"1-2 Year";"Yes";41436;26;231;0
26121;"Female";34;1;21;1;"1-2 Year";"No";28365;152;39;0
26122;"Male";23;1;28;0;"< 1 Year";"Yes";31073;152;89;1
26123;"Male";125;1;11;0;"> 2 Years";"Yes";33430;26;271;1
26124;"Female";29;0;3;0;"1-2 Year";"Yes";36535;124;170;0
26125;"Male";26;1;35;1;"< 1 Year";"No";28915;152;50;0
26126;"Male";36;1;35;0;"1-2 Year";"Yes";32207;163;222;1
26127;"Female";23;1;2;0;"< 1 Year";"Yes";24284;152;224;0
26128;"Male";66;0;47;0;"> 2 Years";"Yes";33785;26;59;0
26129;"Male";38;1;8;0;"1-2 Year";"Yes";28396;157;258;1
26130;"Male";61;1;8;0;"1-2 Year";"Yes";2859600;154;230;1
26131;"Female";28;1;16;0;"< 1 Year";"No";26087;152;292;0
26132;"Male";26;0;18;0;"< 1 Year";"Yes";2630;156;206;0
26133;"Male";44;0;41;0;"1-2 Year";"Yes";2630;157;11;0
26134;"Female";21;1;8;1;"< 1 Year";"No";28637;160;193;0
26135;"Male";46;1;39;0;"1-2 Year";"Yes";2713700;124;249;1
26136;"Female";60;1;29;0;"1-2 Year";"Yes";32044;157;55;1
26137;"Male";112;1;14;0;"1-2 Year";"Yes";39554;26;284;1
26138;"Female";24;1;28;0;"< 1 Year";"Yes";3085500;152;96;1
26139;"Female";41;1;11;0;"1-2 Year";"Yes";30730;26;105;1
26140;"Male";34;0;3;0;"< 1 Year";"Yes";21688;26;271;0
26141;"Female";45;1;48;0;"> 2 Years";"Yes";263000;124;192;0
26142;"Female";46;1;48;1;"1-2 Year";"No";2630;124;27;0
26143;"Female";63;0;45;0;"> 2 Years";"Yes";2439000;26;291;0
26144;"Female";48;1;8;0;"1-2 Year";"No";33543;7;130;0
26145;"Female";38;1;7;1;"1-2 Year";"No";30339;152;286;0
26146;"Male";45;0;28;0;"1-2 Year";"Yes";32498;26;208;0
26147;"Male";36;0;47;0;"1-2 Year";"Yes";2630;157;278;0
26148;"Female";92;1;33;0;"> 2 Years";"Yes";32551;124;35;0
26149;"Female";21;1;15;1;"< 1 Year";"No";2852900;160;156;0
26150;"Male";66;1;28;0;"1-2 Year";"Yes";28714;124;121;0
26151;"Male";46;0;3;0;"1-2 Year";"Yes";32487;124;258;0
26152;"Female";25;1;28;1;"< 1 Year";"No";29833;152;21;0
26153;"Male";25;1;47;0;"< 1 Year";"Yes";36805;152;14;0
26154;"Female";31;1;10;0;"< 1 Year";"Yes";2630;124;21;1
26155;"Male";36;1;28;1;"1-2 Year";"No";34751;154;158;0
26156;"Male";25;1;6;1;"< 1 Year";"No";27724;152;158;0
26157;"Female";37;1;35;0;"1-2 Year";"No";2630;157;284;0
26158;"Male";53;1;3;0;"1-2 Year";"Yes";31094;124;84;0
26159;"Male";35;1;41;0;"1-2 Year";"Yes";2630;156;36;1
26160;"Female";47;1;28;0;"1-2 Year";"Yes";31583;122;39;1
26161;"Male";49;1;0;1;"1-2 Year";"No";263000;26;29;0
26162;"Female";46;1;46;0;"1-2 Year";"Yes";30656;124;113;1
26163;"Female";46;1;28;0;"1-2 Year";"Yes";32101;26;218;1
26164;"Male";35;1;28;0;"1-2 Year";"Yes";41380;156;319;1
26165;"Male";27;1;8;0;"< 1 Year";"Yes";2630;156;227;0
26166;"Female";55;1;28;0;"1-2 Year";"No";35715;26;201;0
26167;"Female";33;1;15;1;"< 1 Year";"No";30179;152;238;0
26168;"Male";24;1;3;1;"< 1 Year";"No";2630;152;29;0
26169;"Male";55;0;39;0;"1-2 Year";"Yes";31428;157;253;0
26170;"Male";47;1;28;0;"1-2 Year";"Yes";49638;26;118;1
26171;"Female";25;1;10;1;"< 1 Year";"No";43170;152;180;0
26172;"Female";36;1;15;1;"1-2 Year";"No";3887300;152;290;0
26173;"Female";23;1;28;1;"< 1 Year";"No";30267;152;100;0
26174;"Female";21;1;4;0;"< 1 Year";"Yes";31356;157;318;0
26175;"Female";61;1;28;0;"> 2 Years";"Yes";2630;122;223;0
26176;"Female";24;1;11;1;"< 1 Year";"No";23352;152;159;0
26177;"Female";39;1;28;0;"1-2 Year";"Yes";32274;122;456;0
26178;"Male";27;0;28;0;"< 1 Year";"Yes";24879;124;85;0
26179;"Female";44;1;35;0;"1-2 Year";"Yes";37487;26;186;0
26180;"Male";49;0;39;0;"1-2 Year";"Yes";2630;156;264;0
26181;"Female";27;0;8;0;"1-2 Year";"Yes";263000;157;71;0
26182;"Female";42;1;28;0;"1-2 Year";"No";39180;124;146;0
26183;"Female";21;1;47;1;"< 1 Year";"Yes";43176;160;260;0
26184;"Female";118;0;3;0;"> 2 Years";"Yes";31237;26;162;0
26185;"Male";35;1;10;0;"> 2 Years";"Yes";20316;26;262;1
26186;"Female";31;1;41;0;"< 1 Year";"No";2630;1;104;0
26187;"Female";25;1;13;0;"< 1 Year";"Yes";27004;152;156;1
26188;"Male";22;1;12;0;"< 1 Year";"Yes";34419;152;78;0
26189;"Female";21;1;46;0;"< 1 Year";"Yes";20942;160;77;0
26190;"Female";45;0;28;0;"> 2 Years";"Yes";41167;26;195;0
26191;"Female";36;1;37;0;"1-2 Year";"Yes";34388;152;240;0
26192;"Male";22;1;45;1;"< 1 Year";"No";30626;152;714;0
26193;"Female";31;1;28;0;"1-2 Year";"Yes";2630;122;95;1
26194;"Male";50;1;50;0;"1-2 Year";"Yes";40124;8;84;1
26195;"Male";29;1;34;0;"< 1 Year";"Yes";2630;152;221;0
26196;"Male";24;1;46;1;"< 1 Year";"No";28195;152;79;0
26197;"Male";21;1;8;0;"< 1 Year";"Yes";32449;160;149;1
26198;"Female";40;1;11;0;"1-2 Year";"No";28734;124;208;1
26199;"Female";24;1;11;1;"< 1 Year";"No";40909;152;238;0
26200;"Male";56;1;39;1;"1-2 Year";"No";32271;26;224;0
26201;"Male";42;0;11;0;"> 2 Years";"Yes";44668;42;106;0
26202;"Male";42;0;23;0;"> 2 Years";"Yes";25175;124;297;0
26203;"Male";51;1;28;0;"1-2 Year";"Yes";41213;26;214;1
26204;"Male";32;0;11;0;"1-2 Year";"Yes";36262;156;43;0
26205;"Male";78;1;28;0;"1-2 Year";"Yes";2630;26;106;0
26206;"Female";82;1;8;0;"< 1 Year";"Yes";2630;156;124;0
26207;"Male";35;1;10;0;"1-2 Year";"Yes";30942;152;208;0
26208;"Male";29;1;28;0;"1-2 Year";"No";34811;124;36;0
26209;"Male";56;1;28;0;"1-2 Year";"Yes";31583;26;142;1
26210;"Male";21;0;7;0;"< 1 Year";"Yes";31087;154;252;0
26211;"Male";49;0;36;0;"1-2 Year";"Yes";27329;124;272;0
26212;"Female";23;1;46;1;"< 1 Year";"No";20957;152;246;0
26213;"Female";38;1;28;0;"1-2 Year";"Yes";44541;125;66;0
26214;"Male";49;0;28;0;"1-2 Year";"Yes";37920;26;157;0
26215;"Male";43;1;29;0;"1-2 Year";"Yes";19915;26;87;1
26216;"Female";25;1;41;0;"< 1 Year";"Yes";28432;152;250;1
26217;"Female";46;1;28;0;"> 2 Years";"Yes";36792;26;75;1
26218;"Female";50;1;48;0;"1-2 Year";"Yes";2630;26;145;0
26219;"Female";54;1;49;0;"1-2 Year";"Yes";2630;124;152;1
26220;"Female";60;0;28;0;"1-2 Year";"Yes";22722;124;155;0
26221;"Male";56;1;22;0;"1-2 Year";"Yes";21261;124;179;1
26222;"Female";25;1;28;1;"< 1 Year";"No";32554;152;235;0
26223;"Female";32;0;50;0;"< 1 Year";"Yes";40177;152;66;0
26224;"Female";21;1;1;0;"< 1 Year";"Yes";2630;160;178;0
26225;"Male";22;1;46;1;"< 1 Year";"No";15317;152;34;0
26226;"Female";35;1;27;0;"1-2 Year";"Yes";2630;156;115;1
26227;"Male";43;1;20;0;"1-2 Year";"Yes";2630;26;229;0
26228;"Male";22;1;11;1;"< 1 Year";"No";31381;152;158;0
26229;"Male";45;0;18;0;"1-2 Year";"No";2630;124;240;0
26230;"Male";73;1;41;1;"< 1 Year";"No";2630;152;224;0
26231;"Female";68;1;48;1;"1-2 Year";"No";2630;124;155;0
26232;"Male";39;1;28;0;"1-2 Year";"Yes";3398700;52;25;1
26233;"Female";25;1;28;0;"< 1 Year";"Yes";36322;152;151;1
26234;"Male";42;1;28;1;"1-2 Year";"No";29431;26;60;0
26235;"Male";25;1;28;1;"< 1 Year";"No";30791;26;93;0
26236;"Male";54;1;16;1;"1-2 Year";"No";32579;152;152;0
26237;"Male";53;1;29;0;"1-2 Year";"Yes";41081;26;31;0
26238;"Female";22;0;4;0;"< 1 Year";"Yes";2630;160;128;0
26239;"Male";35;1;28;0;"< 1 Year";"Yes";2630;1;66;0
26240;"Female";31;0;46;0;"1-2 Year";"Yes";25417;124;193;0
26241;"Male";26;1;50;1;"< 1 Year";"No";2630;160;118;0
26242;"Male";50;0;46;0;"1-2 Year";"Yes";2630;124;49;0
26243;"Male";25;1;35;0;"< 1 Year";"Yes";22377;152;342;0
26244;"Male";37;1;46;0;"1-2 Year";"Yes";23423;163;51;1
26245;"Male";22;1;3;1;"< 1 Year";"No";39434;152;335;0
26246;"Male";34;1;18;0;"< 1 Year";"Yes";2630;156;40;0
26247;"Female";60;1;8;0;"1-2 Year";"Yes";2630;26;144;0
26248;"Female";71;1;29;0;"1-2 Year";"Yes";2630;26;252;1
26249;"Male";48;1;45;0;"1-2 Year";"No";17285;26;195;0
26250;"Male";37;1;29;0;"1-2 Year";"Yes";25605;124;298;1
26251;"Female";26;1;21;1;"< 1 Year";"No";32510;26;4389;0
26252;"Male";71;1;28;0;"1-2 Year";"Yes";25538;124;206;1
26253;"Male";44;1;45;0;"1-2 Year";"Yes";41480;124;191;1
26254;"Male";69;1;28;0;"1-2 Year";"No";40395;153;96;0
26255;"Female";97;1;43;0;"1-2 Year";"Yes";2630;124;284;1
26256;"Male";47;0;28;0;"1-2 Year";"Yes";4064200;124;138;0
26257;"Male";24;1;28;1;"< 1 Year";"No";38105;152;239;0
26258;"Male";45;1;48;1;"1-2 Year";"No";2630;29;256;0
26259;"Male";34;1;29;1;"1-2 Year";"No";22564;152;105;0
26260;"Female";46;0;17;0;"> 2 Years";"Yes";32227;124;12;0
26261;"Female";25;1;15;1;"< 1 Year";"No";34480;152;147;0
26262;"Female";22;1;15;1;"< 1 Year";"No";2630;160;186;0
26263;"Female";21;1;30;0;"< 1 Year";"No";30482;152;132;0
26264;"Male";34;1;8;1;"1-2 Year";"No";34239;152;295;0
26265;"Female";30;1;28;0;"< 1 Year";"Yes";2630;26;156;1
26266;"Male";41;0;8;0;"1-2 Year";"Yes";2630;26;128;0
26267;"Male";55;1;47;1;"1-2 Year";"No";37471;124;65;0
26268;"Female";46;1;28;0;"1-2 Year";"Yes";4539600;26;50;0
26269;"Female";53;1;41;1;"1-2 Year";"No";44743;26;159;0
26270;"Male";24;1;29;1;"< 1 Year";"No";32328;152;68;0
26271;"Male";64;1;8;0;"1-2 Year";"Yes";41648;26;131;0
26272;"Female";22;1;49;0;"< 1 Year";"Yes";21636;152;112;0
26273;"Female";22;1;28;0;"< 1 Year";"Yes";34922;124;79;0
26274;"Female";71;1;39;0;"1-2 Year";"Yes";46708;26;183;0
26275;"Male";50;1;28;0;"1-2 Year";"Yes";2630;26;59;0
26276;"Male";49;1;21;0;"> 2 Years";"Yes";35393;26;220;1
26277;"Male";32;1;41;0;"1-2 Year";"Yes";32429;26;10;1
26278;"Female";26;1;3;1;"< 1 Year";"No";21590;152;207;0
26279;"Male";52;1;19;0;"1-2 Year";"Yes";3052100;26;275;0
26280;"Female";46;1;28;0;"1-2 Year";"Yes";37154;26;169;1
26281;"Male";59;1;41;0;"1-2 Year";"Yes";25313;26;183;1
26282;"Female";62;1;46;0;"> 2 Years";"Yes";21428;157;85;0
26283;"Female";39;0;28;0;"1-2 Year";"Yes";34762;26;161;0
26284;"Female";35;0;4;0;"1-2 Year";"Yes";2630;157;93;0
26285;"Female";78;1;28;0;"> 2 Years";"Yes";22554;122;264;0
26286;"Male";28;0;12;0;"< 1 Year";"Yes";27814;152;219;0
26287;"Female";36;1;8;1;"1-2 Year";"No";41970;152;162;0
26288;"Male";43;0;46;0;"1-2 Year";"Yes";28660;124;47;0
26289;"Female";46;0;28;0;"> 2 Years";"Yes";45826;55;241;0
26290;"Male";26;1;28;0;"1-2 Year";"Yes";47148;124;16;1
26291;"Male";37;1;0;1;"1-2 Year";"No";2630;98;293;0
26292;"Male";46;0;28;0;"1-2 Year";"Yes";49362;26;259;0
26293;"Male";74;1;28;1;"1-2 Year";"No";24969;13;275;0
26294;"Male";48;1;50;1;"1-2 Year";"No";34139;124;13;0
26295;"Female";40;1;28;0;"1-2 Year";"Yes";43912;26;170;1
26296;"Male";42;1;28;1;"1-2 Year";"No";21598;124;253;0
26297;"Female";60;1;28;1;"1-2 Year";"No";39627;37;153;0
26298;"Female";75;1;28;0;"1-2 Year";"Yes";2847000;26;176;0
26299;"Female";24;1;12;1;"< 1 Year";"No";22286;152;271;0
26300;"Male";24;1;11;1;"< 1 Year";"No";28498;152;287;0
26301;"Male";65;1;19;0;"1-2 Year";"Yes";38799;26;1464;0
26302;"Male";63;0;5;0;"1-2 Year";"Yes";2630;124;3150;0
26303;"Female";55;1;28;0;"1-2 Year";"Yes";38817;26;25;1
26304;"Female";37;1;13;0;"1-2 Year";"Yes";28273;124;266;1
26305;"Male";54;1;11;0;"> 2 Years";"Yes";2630;26;26;1
26306;"Male";57;1;8;0;"1-2 Year";"Yes";37195;124;5662;0
26307;"Male";31;0;29;0;"< 1 Year";"Yes";36350;124;132;0
26308;"Female";50;1;20;0;"1-2 Year";"Yes";2630;26;219;0
26309;"Female";66;1;28;0;"1-2 Year";"Yes";37994;122;132;0
26310;"Male";67;1;33;1;"1-2 Year";"No";42063;124;91;0
26311;"Male";35;1;4;0;"1-2 Year";"Yes";24773;124;77;1
26312;"Male";24;1;29;1;"< 1 Year";"No";23536;152;39;0
26313;"Female";42;1;35;1;"1-2 Year";"No";2630;124;292;0
26314;"Male";43;0;28;0;"1-2 Year";"Yes";33917;26;240;0
26315;"Female";24;1;29;1;"< 1 Year";"No";23539;152;270;0
26316;"Female";45;1;28;0;"1-2 Year";"Yes";38287;26;298;1
26317;"Female";64;0;28;0;"> 2 Years";"Yes";2630;157;27;0
26318;"Male";52;1;8;0;"1-2 Year";"Yes";32683;124;292;0
26319;"Male";27;0;6;0;"< 1 Year";"Yes";26554;152;1255;0
26320;"Female";40;1;7;0;"1-2 Year";"Yes";35599;21;146;1
26321;"Male";30;1;30;0;"< 1 Year";"Yes";24694;124;1055;1
26322;"Female";20;1;47;0;"< 1 Year";"Yes";30240;160;215;1
26323;"Female";83;1;30;1;"< 1 Year";"No";26996;152;141;0
26324;"Female";21;1;8;0;"< 1 Year";"Yes";47733;152;130;0
26325;"Female";26;1;28;1;"< 1 Year";"No";36219;152;83;0
26326;"Male";61;1;28;1;"1-2 Year";"No";36345;124;237;0
26327;"Female";22;0;43;0;"< 1 Year";"Yes";28562;152;67;0
26328;"Female";41;1;28;0;"1-2 Year";"Yes";41510;26;275;1
26329;"Female";29;1;8;1;"< 1 Year";"No";27619;152;295;0
26330;"Male";30;1;33;1;"< 1 Year";"No";3018900;152;192;0
26331;"Female";56;1;41;0;"1-2 Year";"Yes";3275200;152;32;0
26332;"Female";24;1;28;0;"< 1 Year";"Yes";46014;124;169;1
26333;"Female";27;1;37;0;"< 1 Year";"Yes";2630;160;183;1
26334;"Female";72;1;28;0;"1-2 Year";"Yes";2630;26;295;0
26335;"Male";33;0;50;0;"< 1 Year";"Yes";36606;26;210;0
26336;"Male";46;1;46;0;"1-2 Year";"Yes";2630;156;30;1
26337;"Male";45;1;28;0;"1-2 Year";"Yes";40531;26;204;0
26338;"Female";22;1;36;1;"< 1 Year";"No";2630;152;209;0
26339;"Male";45;1;28;0;"1-2 Year";"Yes";43254;26;74;0
26340;"Male";36;0;11;0;"1-2 Year";"Yes";35285;124;10;0
26341;"Male";61;0;28;0;"> 2 Years";"Yes";41657;26;234;0
26342;"Female";76;1;28;1;"1-2 Year";"No";31966;26;266;0
26343;"Female";29;1;28;0;"1-2 Year";"Yes";23640;154;121;1
26344;"Female";70;1;28;1;"1-2 Year";"No";41312;26;316;0
26345;"Female";59;1;18;0;"1-2 Year";"Yes";35095;124;66;0
26346;"Female";22;1;13;1;"< 1 Year";"No";37093;152;66;0
26347;"Female";41;1;28;0;"1-2 Year";"Yes";34809;122;35;1
26348;"Male";50;1;28;0;"1-2 Year";"Yes";36663;13;32;1
26349;"Male";65;1;28;0;"1-2 Year";"No";33146;26;102;0
26350;"Male";81;1;9;1;"< 1 Year";"No";24611;152;225;0
26351;"Female";49;0;41;0;"1-2 Year";"Yes";39766;124;296;0
26352;"Female";59;1;33;1;"1-2 Year";"No";45988;26;173;0
26353;"Male";42;1;7;0;"> 2 Years";"Yes";34785;124;47;1
26354;"Female";54;1;50;1;"1-2 Year";"No";2630;152;195;0
26355;"Male";22;1;4;0;"1-2 Year";"Yes";2630;157;168;1
26356;"Male";56;1;8;1;"1-2 Year";"No";42170;26;111;0
26357;"Female";37;1;2;0;"1-2 Year";"Yes";3003700;26;299;1
26358;"Male";54;1;3;0;"1-2 Year";"Yes";30783;26;182;1
26359;"Female";30;1;28;0;"< 1 Year";"Yes";38534;124;282;1
26360;"Female";49;1;28;0;"1-2 Year";"Yes";44061;26;240;1
26361;"Female";25;1;40;0;"< 1 Year";"Yes";27340;152;219;0
26362;"Male";44;1;31;0;"1-2 Year";"No";2630;154;27;0
26363;"Male";44;0;3;0;"1-2 Year";"Yes";30772;124;43;0
26364;"Male";39;1;28;0;"> 2 Years";"Yes";44830;55;144;1
26365;"Male";32;1;10;0;"< 1 Year";"Yes";30838;124;202;1
26366;"Female";60;1;28;0;"1-2 Year";"Yes";26925;124;86;1
26367;"Female";28;1;4;0;"1-2 Year";"Yes";34661;163;58;0
26368;"Male";50;1;28;0;"> 2 Years";"Yes";41206;26;123;1
26369;"Male";25;1;34;0;"< 1 Year";"Yes";33950;152;34;0
26370;"Male";72;1;28;1;"1-2 Year";"No";48352;124;30;0
26371;"Female";24;1;17;1;"< 1 Year";"No";2630;152;133;0
26372;"Female";25;1;19;1;"< 1 Year";"No";36941;152;273;0
26373;"Male";27;1;41;1;"< 1 Year";"No";31662;152;213;0
26374;"Female";21;1;46;0;"< 1 Year";"Yes";43246;160;632;0
26375;"Male";76;1;2;0;"1-2 Year";"Yes";30540;122;202;0
26376;"Female";73;1;28;0;"1-2 Year";"Yes";28957;26;106;0
26377;"Female";78;1;8;0;"1-2 Year";"Yes";2630;7;255;0
26378;"Male";38;1;28;1;"1-2 Year";"No";31872;26;101;0
26379;"Male";66;1;28;0;"> 2 Years";"Yes";36579;26;120;1
26380;"Male";45;1;50;0;"1-2 Year";"Yes";25562;64;159;0
26381;"Male";38;1;15;0;"1-2 Year";"Yes";33745;124;237;0
26382;"Male";31;0;46;0;"< 1 Year";"Yes";2630;152;139;0
26383;"Female";38;1;6;0;"1-2 Year";"Yes";3148400;26;87;1
26384;"Female";24;1;32;0;"< 1 Year";"No";25821;152;73;0
26385;"Female";23;1;14;0;"< 1 Year";"Yes";29235;152;237;0
26386;"Male";67;1;28;0;"1-2 Year";"Yes";2630;26;294;1
26387;"Male";59;1;28;0;"1-2 Year";"Yes";46359;55;94;0
26388;"Female";39;1;2;0;"1-2 Year";"Yes";2630;163;84;1
26389;"Male";43;1;10;0;"1-2 Year";"Yes";34418;124;199;0
26390;"Female";25;1;8;0;"< 1 Year";"No";2630;152;20;0
26391;"Female";26;1;41;1;"< 1 Year";"No";31264;152;269;0
26392;"Male";22;0;9;0;"< 1 Year";"Yes";37471;152;99;0
26393;"Male";39;1;28;0;"1-2 Year";"Yes";37781;124;184;0
26394;"Female";61;1;8;1;"1-2 Year";"No";4422700;124;199;0
26395;"Female";56;1;28;0;"1-2 Year";"Yes";33650;124;4170;1
26396;"Male";82;1;3;1;"< 1 Year";"No";39486;152;97;0
26397;"Male";40;1;14;1;"1-2 Year";"No";24895;124;126;0
26398;"Female";24;1;26;0;"< 1 Year";"No";36421;152;36;0
26399;"Male";55;1;29;0;"1-2 Year";"Yes";32232;122;23;1
26400;"Male";67;1;28;0;"1-2 Year";"Yes";35991;124;141;0
26401;"Male";43;0;33;0;"1-2 Year";"Yes";24816;124;140;0
26402;"Male";39;1;46;0;"1-2 Year";"Yes";27757;163;166;1
26403;"Male";26;1;46;1;"< 1 Year";"No";24236;152;40;0
26404;"Female";46;1;41;1;"1-2 Year";"No";32583;124;288;0
26405;"Female";24;1;15;0;"< 1 Year";"No";26459;152;251;0
26406;"Male";22;1;41;1;"< 1 Year";"No";26396;152;237;0
26407;"Male";70;1;28;1;"1-2 Year";"Yes";47451;26;245;0
26408;"Male";50;1;30;1;"1-2 Year";"No";2630;124;188;0
26409;"Male";25;1;41;0;"< 1 Year";"Yes";37746;153;183;0
26410;"Female";42;1;18;0;"1-2 Year";"Yes";29287;26;3026;1
26411;"Male";21;1;41;0;"< 1 Year";"Yes";33403;152;81;0
26412;"Female";27;1;50;1;"< 1 Year";"No";27768;152;261;0
26413;"Female";41;1;3;0;"1-2 Year";"No";2630;157;85;0
26414;"Female";25;1;47;1;"< 1 Year";"Yes";27721;152;175;0
26415;"Male";56;1;28;0;"> 2 Years";"Yes";41076;122;295;1
26416;"Male";44;1;47;0;"1-2 Year";"Yes";2630;156;69;0
26417;"Male";38;1;30;0;"1-2 Year";"Yes";30505;124;53;1
26418;"Female";42;1;14;0;"1-2 Year";"Yes";33654;124;291;0
26419;"Male";22;1;8;0;"< 1 Year";"No";33152;152;224;0
26420;"Male";63;1;8;0;"> 2 Years";"Yes";2630;156;212;1
26421;"Female";21;1;7;1;"< 1 Year";"No";38367;160;229;0
26422;"Female";23;1;25;0;"< 1 Year";"Yes";24721;152;66;0
26423;"Male";31;1;30;1;"< 1 Year";"No";2630;160;127;0
26424;"Female";50;0;28;0;"1-2 Year";"Yes";2630;30;63;0
26425;"Female";46;1;12;0;"1-2 Year";"Yes";21034;26;100;0
26426;"Female";51;0;28;0;"1-2 Year";"Yes";30766;26;51;0
26427;"Female";33;0;41;0;"1-2 Year";"Yes";31157;163;14;0
26428;"Female";26;1;35;1;"< 1 Year";"No";29889;152;193;0
26429;"Male";34;0;28;0;"1-2 Year";"Yes";30586;152;158;0
26430;"Male";42;1;36;0;"1-2 Year";"Yes";33353;124;181;1
26431;"Female";23;1;28;0;"< 1 Year";"Yes";30763;152;935;0
26432;"Male";46;1;45;1;"1-2 Year";"No";40366;124;162;0
26433;"Female";30;1;8;0;"1-2 Year";"Yes";31430;157;139;1
26434;"Male";39;1;46;0;"1-2 Year";"Yes";2630;157;36;0
26435;"Male";68;0;28;0;"1-2 Year";"Yes";2630;156;171;0
26436;"Male";40;1;35;0;"1-2 Year";"Yes";2630;124;222;1
26437;"Female";53;1;28;0;"> 2 Years";"Yes";41852;26;14;0
26438;"Female";23;1;36;1;"< 1 Year";"No";34788;160;16;0
26439;"Female";55;1;28;0;"1-2 Year";"No";28928;122;234;0
26440;"Male";51;1;0;0;"1-2 Year";"Yes";2630;26;97;1
26441;"Female";40;1;28;0;"1-2 Year";"Yes";33666;124;80;1
26442;"Female";24;1;41;1;"< 1 Year";"No";24292;152;197;0
26443;"Female";61;0;41;0;"1-2 Year";"Yes";24644;154;69;0
26444;"Male";39;1;28;0;"1-2 Year";"Yes";28924;124;285;1
26445;"Male";38;1;0;0;"1-2 Year";"Yes";2630;55;118;0
26446;"Male";77;1;12;1;"1-2 Year";"No";45624;26;42;0
26447;"Female";25;1;6;1;"< 1 Year";"No";25504;152;162;0
26448;"Female";29;1;35;1;"< 1 Year";"No";2630;152;230;0
26449;"Female";24;1;41;1;"< 1 Year";"No";44664;152;143;0
26450;"Male";26;1;8;1;"< 1 Year";"No";47373;152;285;0
26451;"Male";23;1;11;0;"< 1 Year";"Yes";34495;26;269;1
26452;"Female";24;1;8;0;"< 1 Year";"Yes";35972;152;32;0
26453;"Female";23;1;47;1;"< 1 Year";"No";34662;152;265;0
26454;"Male";42;1;7;1;"1-2 Year";"No";25175;124;292;0
26455;"Female";34;1;36;0;"1-2 Year";"Yes";2630;152;242;0
26456;"Male";74;1;7;1;"< 1 Year";"No";48999;152;278;0
26457;"Male";30;1;30;0;"1-2 Year";"Yes";27577;26;218;1
26458;"Male";89;1;28;1;"< 1 Year";"No";41070;152;28;0
26459;"Female";54;0;28;0;"1-2 Year";"Yes";2630;158;215;0
26460;"Male";78;1;50;0;"1-2 Year";"Yes";37427;25;194;0
26461;"Female";26;1;30;0;"< 1 Year";"Yes";24847;152;298;0
26462;"Female";23;1;50;1;"< 1 Year";"No";42321;151;75;0
26463;"Male";48;1;8;0;"1-2 Year";"Yes";39036;26;75;0
26464;"Male";56;1;43;1;"1-2 Year";"No";2630;26;209;0
26465;"Female";45;0;28;0;"1-2 Year";"Yes";43692;124;175;0
26466;"Male";53;1;28;1;"1-2 Year";"No";4384500;124;154;0
26467;"Male";39;0;32;0;"1-2 Year";"Yes";46403;124;214;0
26468;"Female";50;1;24;0;"1-2 Year";"Yes";34425;124;145;1
26469;"Male";53;1;46;0;"1-2 Year";"Yes";31816;26;229;0
26470;"Female";69;1;8;0;"1-2 Year";"Yes";35905;26;40;0
26471;"Female";44;0;3;0;"1-2 Year";"Yes";2630;157;37;0
26472;"Male";47;0;28;0;"1-2 Year";"Yes";26837;124;82;0
